id,customer,ordered_at,store_id,subtotal,tax_paid,order_total
eaa51a77-f240-4b59-8e29-cb7bb670fe74,92c7a9bd-cdb5-4d9e-b33f-55b0a053b7a6,2016-09-01T07:35:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
40ee8759-1d19-47bd-ac05-05a769e5f78e,ed9263d7-72c7-47f1-9551-5263b63c3abc,2016-09-01T13:55:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
d6aee213-4ffb-41ea-a36a-aeb5fe712a0a,7aa9229a-7c9e-4ffe-ad5d-5871c907d9ae,2016-09-01T08:51:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
61f17df3-cd42-4533-9cff-ab2eb253132d,1784955b-662b-40ec-b429-e47a6f67c886,2016-09-01T12:47:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1800,108,1908
cb4f8346-a689-4de8-aa53-841239d6dd2d,b4eafe6d-4eee-49f9-9eb2-72fdc7c5fbfd,2016-09-01T10:39:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
a83be96b-3014-4f1e-9437-975be14b6114,0694f668-a4ec-4996-be02-723005621b2d,2016-09-01T09:39:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1400,84,1484
ce57ca1e-944b-4edc-940b-7c31d8f86d69,ba73e2b9-59c9-4725-be3a-955fac2d7307,2016-09-01T15:28:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1700,102,1802
dc732b53-0ec7-4f47-9617-7496ec08be2d,06555b68-2ee6-408e-b555-e684d3efdd52,2016-09-01T18:08:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
4edc077e-5f6f-4a63-ad6d-54f1f47d92a0,3f994298-4862-4dc4-a406-44432be0e20a,2016-09-01T10:24:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
de59adee-b3a4-4f03-afda-7d15f678a95e,b5b0340a-f937-40c1-9210-f0c3f4349cd0,2016-09-01T07:00:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
d318f35a-056a-4d91-a856-f1b992952521,81fb5a74-b406-4afe-87ab-78ea6466f6fc,2016-09-01T07:02:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
f7be206c-7d1b-4c96-b0dc-191c9983eedb,59769d9a-a19f-4226-b4eb-260a5c6b4528,2016-09-01T07:25:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
4875d2cc-c5c1-4f66-8a70-1295b28b28bb,8c68f62b-84d2-4b0a-acf3-46ab9305ee30,2016-09-01T09:48:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,0,0,0
2855fd9d-ec7b-4fb7-9dae-932873700d43,0a9ccfba-85e0-461d-8bc0-90cc7ed3b3f7,2016-09-01T07:27:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
688d5052-7309-4cdf-abd2-c9c4b22a2bf3,5f21c4c8-c218-43ed-b680-ae798af97338,2016-09-01T07:11:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
d6db915d-02df-4e8d-a419-3635e687515f,9425c87e-ea21-4fcf-891d-1d98c2883af3,2016-09-01T07:42:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
99956625-d01e-455c-806f-6465cd6333c4,1dab69f5-d74a-4361-9dbc-44fefc3cd371,2016-09-01T08:16:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
1e75751d-5d17-4f33-9591-7a672099923d,6aeb876c-c1bc-4abb-afa3-96b4b894a404,2016-09-01T14:48:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
b905afba-5b29-47d4-a476-d25c953143df,66fc948f-2729-428f-8067-5e6dbbb198a0,2016-09-01T09:37:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
cb2fa486-5d9d-4f3f-86bf-7e145de8eb83,2762a703-f423-445b-8520-bdb528ae01dd,2016-09-01T08:01:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
07cb74b6-4798-4e6f-823e-49e16902196f,83849883-0a50-4b97-9156-234dddfebc6e,2016-09-01T08:26:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
2895703c-e8f6-4fe1-88ba-de427fc180ee,d7abb926-d373-499c-b42b-295471d657df,2016-09-01T14:25:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
d925f72e-0acf-4345-b33f-b501fcbdbd2f,d169a194-95c0-45cb-aaa2-e8c707fbf1db,2016-09-01T12:28:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
6ff101bb-f7c6-47f8-8897-7557173562be,edf299ab-4a4a-4f70-874a-2c612285ea01,2016-09-01T13:06:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
7853044b-accc-41f2-b981-13fe92a769f2,aa92fd2b-6177-43e5-813b-85feae57b780,2016-09-01T08:30:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
9b7e252c-af5e-4777-8f9c-2b02f2932b7b,0f1d1ab8-50f1-4331-90dc-8c7db23e944d,2016-09-01T09:00:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
62038233-7d60-4331-ac07-755f73fb4818,78763735-0758-4a24-9867-3ac0c55d1287,2016-09-01T16:27:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1300,78,1378
d907281d-2262-4a7d-a102-6673a7ce0aa3,5750a50c-ef99-48a5-bcff-d164683e98da,2016-09-01T11:02:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,2100,126,2226
0e8e8bfe-31c9-42cc-80ec-963425b2365c,1357b492-ee8f-436d-869e-ff79d2e89169,2016-09-01T07:08:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
07b5bfc0-8fba-4ce1-b59d-ceb1ee025283,1b15d9f4-1c43-4fc0-8d75-1e8eced81b3f,2016-09-01T07:49:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
d22dc1f2-e3f5-4b88-913b-65958f4c5a16,a079ec36-752f-4be1-8f5a-b7c01c1095e0,2016-09-01T15:26:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1600,96,1696
268f6e19-9164-4aea-b89d-04effb758568,929c1701-b59e-4bad-99dc-ad55560679cf,2016-09-01T08:23:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
c6dbab00-4c65-4f18-98ff-1cfda52b27d2,eae6294a-6b66-408a-83ee-2e0afe1d0392,2016-09-01T07:26:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
824ef147-abc6-41eb-bb60-0a0eecfe380e,a9a6c8da-7165-4886-94ed-b3567f1dfac3,2016-09-01T08:14:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
f32e4932-48a8-4f4d-9a3e-983980189fad,56893c33-fcc9-479e-a91e-d04a361cb535,2016-09-01T08:26:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
a5103fd9-796e-4929-b149-83a38ee686fa,ddbd173e-f471-4fc5-ba9e-831c07ae72a8,2016-09-01T12:44:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
bfff01a4-ae28-4a11-a57a-19a3d608a29e,82928429-a96d-46a2-b7b9-f8dea4b6bb2e,2016-09-01T08:02:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
57887f8d-70a3-42af-8187-7425b5f2a5ad,cdc77586-87a5-48a1-a4d3-d6fa7438061a,2016-09-01T07:53:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
03a19b63-b3e3-4978-b382-41337da18855,02faa5ac-1657-4f4b-af69-dd9525686f3b,2016-09-01T13:48:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
5aeb289e-5324-4407-90d9-193ac23d9986,a9b36301-a313-45e0-af3d-0bef795f4acd,2016-09-01T08:29:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
46448e8e-047d-4e3a-aaec-53c384723467,6a37a14f-dea7-4088-8819-99a3e827aeff,2016-09-01T07:57:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
c9a98e4a-e21f-449a-9a10-63410dc14302,e1a9a321-5da8-458c-bcf8-e9b852b82707,2016-09-01T12:41:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,3700,221,3921
976ff70b-1a98-489c-bdb8-35ce135e53d3,65e15d42-ac13-421f-bb94-cbfd6aed43b3,2016-09-01T08:04:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
3fbcccfa-62b5-42b5-b8b3-da654638f2c3,bc803a26-a319-44d3-aecd-f050f82d96e6,2016-09-01T15:11:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,2200,131,2331
8573f1d5-eeda-4cb5-8ace-4262dc83a7c1,b378aed0-5b4f-45c7-9ba5-9f19fa6a7bbf,2016-09-02T07:27:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
3ff04b8e-e98d-4000-86cf-b61d0cbadd87,34f8b777-3974-4068-a50e-c4024586aea5,2016-09-02T16:54:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1200,72,1272
17dbbe49-6a3b-4b4a-86e9-5999b74d0d32,3413c899-d35a-431c-8fa4-b9d3fb561c08,2016-09-02T12:55:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,2500,150,2650
483f9684-5e38-4a15-b692-78df589d4a5d,b23f1104-d7c5-4d21-8349-51ade47a0b22,2016-09-02T08:12:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
3743d7fe-b99d-4c3c-a2b8-09dcd40bdb5c,b9e4b2c7-e764-450b-b3a8-12c9713b0d64,2016-09-02T15:57:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
e18ad8de-d2f6-46ad-8caa-e6876133dc77,ee1dff48-4efe-43f8-8b46-b169ba58981a,2016-09-02T07:00:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
543b41a1-59e3-43b6-998f-af7743b04279,f1f620fb-05d3-43ac-b284-ccb569f1ab66,2016-09-02T07:13:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
327b3f42-e092-4eb8-9dda-1ebee8612446,375ca543-1e86-4773-b0bb-d2f9b0fba3a4,2016-09-02T12:18:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
0fc262e7-2a1f-4245-bf1d-1dca79d085ef,bbedfea9-7107-490f-b0cc-d3096ff46752,2016-09-02T16:14:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,2000,120,2120
5dca9f6c-1f80-4660-9df0-8611792de3ec,2fea1df3-b44a-498e-97ff-f58ab4955a94,2016-09-02T10:49:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
8b244363-677c-4510-8155-6af28376d45b,4b133008-cfbd-4aff-be51-c794f93e0466,2016-09-02T07:48:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
81b53742-ee56-4eb6-81e3-30f7f8ececff,c4d56d87-a9de-41e1-b5e2-12aeedf7b88c,2016-09-02T16:51:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,2800,168,2968
92065a90-df5b-4884-9e83-ed8665fec5d6,884b5414-a56f-43e4-be80-ba54d3a6c3ff,2016-09-02T08:54:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,4100,246,4346
1bcf1c31-583f-417a-ae54-86fa446102bd,79e4ee25-0ad6-41a0-831b-083d3ebe1749,2016-09-02T07:45:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
3651a708-02ac-471c-9573-a0170ed55599,becd027d-8d58-4ebb-acf1-36cc0c84996e,2016-09-02T07:34:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
c40087c2-7267-421b-8f19-5fda27864847,286b77f2-24ea-4bad-8ca8-2ad9d6d21fd2,2016-09-02T08:08:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
3095605f-9ea1-4ead-a8c5-8ce3a2fcdb1e,ed9263d7-72c7-47f1-9551-5263b63c3abc,2016-09-02T16:21:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,2500,150,2650
dbb27369-6e42-4153-8014-bd84412ea671,7aa9229a-7c9e-4ffe-ad5d-5871c907d9ae,2016-09-02T07:36:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
b5430099-f72a-42c3-b51f-d4dd071ece1e,0e19a618-1726-492c-aaf1-a2941eb8bbe1,2016-09-02T14:02:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1400,84,1484
93825822-5739-4ebf-9b03-cfdcecd70dda,cad24ec9-bf90-44dc-a572-e83faa1b9945,2016-09-02T08:27:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
130bdcf3-fe6f-4a66-8303-04bb41548258,06555b68-2ee6-408e-b555-e684d3efdd52,2016-09-02T07:00:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1700,102,1802
ddda294d-2f34-42f9-8a84-c644ba5dbe7f,3f994298-4862-4dc4-a406-44432be0e20a,2016-09-02T10:50:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
97b66947-dc5e-458c-ac5f-c7854fc63133,0a9ccfba-85e0-461d-8bc0-90cc7ed3b3f7,2016-09-02T08:02:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
d5cc22b4-592d-4d80-a522-2aade00f5ad7,5f21c4c8-c218-43ed-b680-ae798af97338,2016-09-02T08:36:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
ab64b55c-38c3-445a-818f-4cb3399980f3,9425c87e-ea21-4fcf-891d-1d98c2883af3,2016-09-02T07:36:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
8c64fc9c-85da-429a-bf11-9ce5a703c84e,1dab69f5-d74a-4361-9dbc-44fefc3cd371,2016-09-02T08:03:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
73b1782b-a046-421c-8317-0a678add4892,66fc948f-2729-428f-8067-5e6dbbb198a0,2016-09-02T14:28:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
8e3d63f4-eef8-41f2-b411-eefedd56771c,11638f3f-18d8-4c97-bcfd-4b7ba9528dc3,2016-09-02T13:16:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1100,65,1165
c8ed52fc-7ab4-48f1-9f54-7217e04d23a2,83849883-0a50-4b97-9156-234dddfebc6e,2016-09-02T07:55:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
4014c44a-a3ab-4e26-8ed1-c3da74fe41aa,d7abb926-d373-499c-b42b-295471d657df,2016-09-02T09:35:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,2500,150,2650
8d1f26ec-03c3-461f-9836-f3e6f9232871,d169a194-95c0-45cb-aaa2-e8c707fbf1db,2016-09-02T11:38:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
1e2b7b49-190f-4412-93a0-ae58b5ae5cb8,a5dd508e-21f2-40a9-88d3-c7ddd3cd285b,2016-09-02T08:33:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
99e3ffe0-de0a-4aed-bcb8-d84a484d4540,edf299ab-4a4a-4f70-874a-2c612285ea01,2016-09-02T11:16:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
9f387c8c-5c3d-4795-9756-eadbf4dc8f1e,b6932729-e92e-4721-a268-31689e68eed3,2016-09-02T10:14:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,800,48,848
47eae433-7605-42f8-aac9-13ec7f5a49d9,aa92fd2b-6177-43e5-813b-85feae57b780,2016-09-02T08:50:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
0777f7a6-9359-4be8-84ff-c9bf7f024cfe,0f1d1ab8-50f1-4331-90dc-8c7db23e944d,2016-09-02T07:36:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
8efd9f74-bc9a-460e-b70a-d781b6b172c2,a3d98f8c-f4fd-45bd-a313-9fd6d7b6ecac,2016-09-02T07:47:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
67d17116-54a6-4950-a990-2872b5372f15,5750a50c-ef99-48a5-bcff-d164683e98da,2016-09-02T12:37:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
4b214966-85fe-4989-af82-2bcb0830ef2c,1357b492-ee8f-436d-869e-ff79d2e89169,2016-09-02T07:46:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
0328a07e-8909-4b21-852c-eddc865d8726,1b15d9f4-1c43-4fc0-8d75-1e8eced81b3f,2016-09-02T07:42:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
f2362162-fa80-4aee-9bad-a687a5478027,a079ec36-752f-4be1-8f5a-b7c01c1095e0,2016-09-02T08:56:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
5f2dac2a-7c81-4aa5-910d-578d9521676b,9e2b11cd-38c7-42af-a3e2-00ca948e673d,2016-09-02T11:46:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
7a6821e1-fe0f-4353-8669-07f96ed486cc,929c1701-b59e-4bad-99dc-ad55560679cf,2016-09-02T08:03:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
ab06f925-d14e-4871-b8ba-b700a45162d2,eae6294a-6b66-408a-83ee-2e0afe1d0392,2016-09-02T07:44:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
ecda2ee5-7e08-4caf-9a8e-70a596395c82,56893c33-fcc9-479e-a91e-d04a361cb535,2016-09-02T07:58:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
59688fec-f1f3-4350-a04d-95ca54b51fc2,82928429-a96d-46a2-b7b9-f8dea4b6bb2e,2016-09-02T08:07:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
f9a18b77-7f6a-46fb-a0e9-4d0107255647,a2b11c69-1406-4cad-a9fb-af321f5b2b0c,2016-09-02T08:47:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
22f194ab-e947-4c61-b562-5190789863f8,cdc77586-87a5-48a1-a4d3-d6fa7438061a,2016-09-02T08:45:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
40b68769-9bed-4184-b57e-68baf8df4631,acaabf38-9cfe-4bc7-8c68-cbc9e4d8d1d7,2016-09-02T09:31:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,3500,210,3710
6a8d6ac6-94c9-4b0f-8a43-93f192329745,a9b36301-a313-45e0-af3d-0bef795f4acd,2016-09-02T07:12:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
6597ff64-1c39-43e6-a851-97bc41ab9b5a,6a37a14f-dea7-4088-8819-99a3e827aeff,2016-09-02T07:37:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
f95aff12-5ce3-4cd7-8f3d-05b897593d3d,e1a9a321-5da8-458c-bcf8-e9b852b82707,2016-09-02T14:00:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,2200,131,2331
58b80f43-d613-4405-ac8a-d029833377bd,65e15d42-ac13-421f-bb94-cbfd6aed43b3,2016-09-02T08:23:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
c4089cb0-be57-4bd2-8d5c-392d521eeec8,141947a5-3c52-4212-ab6d-abfebf8425bc,2016-09-03T12:00:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,7300,438,7738
e02b1da0-34f0-469f-bcff-177d7890c582,6de38b4f-d333-4522-b0ca-6914ce80d4a2,2016-09-03T09:38:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
7c42d54c-8436-4092-ad99-0fd5ffa89184,375ca543-1e86-4773-b0bb-d2f9b0fba3a4,2016-09-03T12:34:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
a15a16bf-3403-412f-9462-f68294cc6fef,e03e4b8e-e0e1-4905-8f6b-e78a4dba9f24,2016-09-03T13:00:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,5300,318,5618
2afaba44-ff44-4845-a4e6-3f423568e2cb,4a23d2e3-408f-47fc-80c2-654b5d4dbf31,2016-09-03T08:53:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,6900,413,7313
554ea342-381b-4ca4-aad9-61c1d7a04ed2,71d9177f-011e-4051-81b5-337824177b65,2016-09-03T13:30:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,3400,204,3604
6d8cb6a2-d727-4a90-8ec7-45f4de9d3196,7d100683-408b-4852-b060-3aba19abef34,2016-09-03T08:39:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1700,102,1802
cad98094-8cde-4302-8d1f-766218d65f91,b4eafe6d-4eee-49f9-9eb2-72fdc7c5fbfd,2016-09-03T10:18:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
e28455b4-b0cf-42ee-a74f-1c3db97ee303,ba73e2b9-59c9-4725-be3a-955fac2d7307,2016-09-03T12:58:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1200,72,1272
c319e1ae-c545-4964-90b4-70b3e62cf6a3,1963ab8d-0518-4acb-974d-02b9be8528f7,2016-09-03T11:31:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,500,30,530
d154b5c3-f527-4000-af02-6ab8e73f95a7,e0f81459-9e29-4845-a531-e75666b358c4,2016-09-03T12:44:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
5509b2b4-cc48-458b-b081-47afaa1e4662,698fd0f1-ca12-49dd-9923-024080953809,2016-09-03T13:35:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1600,96,1696
b74ba899-917c-48e2-8b67-361408a98f6f,9425c87e-ea21-4fcf-891d-1d98c2883af3,2016-09-03T08:53:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
5cf7cecf-0460-4930-a89a-6b643fd40609,1445f2a7-a48c-446d-bbfe-c30e72150f86,2016-09-03T11:06:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1800,108,1908
4acb89cc-099f-4084-a686-62a3a03115f8,66fc948f-2729-428f-8067-5e6dbbb198a0,2016-09-03T13:52:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
14229f1d-6811-4de9-aede-38afba145b07,b6932729-e92e-4721-a268-31689e68eed3,2016-09-03T10:39:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,1800,108,1908
d6cbb872-c8d0-4435-9a6d-ea077ec2b59b,a61ad49d-58b1-4e94-8bd6-0a1a1892bf6b,2016-09-03T11:26:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,3400,204,3604
0f0b79fc-ab7c-4dde-8122-9ffef040bc8e,ddbd173e-f471-4fc5-ba9e-831c07ae72a8,2016-09-03T08:57:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
b16453fc-0cff-47e8-b747-3870025819f6,141947a5-3c52-4212-ab6d-abfebf8425bc,2016-09-04T10:18:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,6600,396,6996
9446e510-3b3d-49b4-8e97-8e926b578e98,97c5c590-01a3-4945-8263-2e2bfb09e0eb,2016-09-04T13:53:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,9000,540,9540
31d89cf9-8ce0-4e8c-a772-236685905df0,b378aed0-5b4f-45c7-9ba5-9f19fa6a7bbf,2016-09-04T09:38:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,700,42,742
2cb0c07b-0773-4985-b073-1d3ff30510e9,6de38b4f-d333-4522-b0ca-6914ce80d4a2,2016-09-04T11:00:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,400,24,424
0d45b55d-6ce4-41e2-a08a-5b9ea31c1b63,c84d5290-b061-4699-912d-be260a56822b,2016-09-04T10:07:00,82b0a6e8-b9d5-4749-ab88-91f3ed50f427,600,36,636
